                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.42246,                0.61911,                0.98707,                0.90529,                0.91119,                 0.9448,                 0.8151,                0.58881,                0.45702,                0.99562,             0.00027366,             0.00027366,             0.00027366
                     12,                0.40747,                0.59661,                0.97995,                0.90745,                0.88592,                0.92985,                 0.7942,                0.61264,                0.51107,                 1.0286,             0.00026707,             0.00026707,             0.00026707
                     13,                0.39725,                0.56812,                0.97382,                0.92566,                0.89891,                0.94386,                0.79834,                0.61767,                0.47357,                 1.0335,             0.00026047,             0.00026047,             0.00026047
                     14,                0.39631,                0.55618,                0.97154,                0.92591,                0.89145,                0.96101,                0.84031,                0.56097,                0.47612,                0.98795,             0.00025388,             0.00025388,             0.00025388
                     15,                0.38996,                0.53955,                0.96996,                 0.9332,                0.91344,                0.95882,                0.80991,                0.65839,                0.49862,                 1.0572,             0.00024729,             0.00024729,             0.00024729
                     16,                0.38839,                 0.5341,                0.97216,                0.93055,                0.91814,                0.95878,                0.82582,                 0.5693,                0.46137,                  1.005,             0.00024069,             0.00024069,             0.00024069
                     17,                0.37585,                0.51714,                0.96323,                0.95511,                0.89385,                0.96421,                0.83464,                0.57421,                0.40877,                 0.9939,              0.0002341,              0.0002341,              0.0002341
                     18,                0.37141,                0.49344,                  0.959,                0.95228,                0.91762,                0.96096,                0.82771,                0.56406,                0.41769,                 0.9941,             0.00022751,             0.00022751,             0.00022751
                     19,                 0.3685,                0.48251,                0.96163,                0.92906,                0.93504,                0.96144,                0.83365,                0.58229,                0.41008,                 1.0036,             0.00022091,             0.00022091,             0.00022091
                     20,                 0.3639,                0.47775,                0.95877,                0.95134,                0.93959,                 0.9592,                0.82004,                 0.5942,                0.40342,                 1.0103,             0.00021432,             0.00021432,             0.00021432
                     21,                0.35667,                0.45787,                0.95667,                0.93497,                 0.9003,                0.94465,                 0.8041,                0.58905,                0.48739,                0.99921,             0.00020773,             0.00020773,             0.00020773
                     22,                 0.3544,                0.45084,                0.95152,                0.93223,                0.90746,                0.96011,                0.82512,                0.56202,                0.44324,                0.99793,             0.00020113,             0.00020113,             0.00020113
                     23,                0.35131,                0.44245,                0.95483,                0.91425,                0.93287,                 0.9492,                 0.8066,                0.61201,                 0.4618,                   1.03,             0.00019454,             0.00019454,             0.00019454
                     24,                0.35027,                0.43971,                0.95576,                0.92654,                0.91156,                0.95009,                0.81888,                0.57765,                0.44397,                0.99328,             0.00018795,             0.00018795,             0.00018795
                     25,                0.34199,                0.42379,                0.94458,                0.92547,                0.90293,                0.95394,                0.82721,                0.59152,                0.45126,                 1.0063,             0.00018135,             0.00018135,             0.00018135
                     26,                0.33648,                0.40752,                0.94704,                0.90615,                0.91094,                0.94873,                0.83068,                0.55349,                 0.4805,                0.99499,             0.00017476,             0.00017476,             0.00017476
                     27,                0.34002,                0.40903,                0.94817,                0.95106,                0.89295,                0.95066,                0.82371,                0.57583,                0.44781,                 1.0044,             0.00016817,             0.00016817,             0.00016817
                     28,                0.33502,                0.40332,                0.94684,                0.91915,                0.89828,                0.94646,                0.80857,                0.60645,                0.49623,                 1.0335,             0.00016157,             0.00016157,             0.00016157
                     29,                0.32759,                0.38205,                0.94116,                0.90524,                0.92956,                0.93989,                0.81659,                0.56853,                0.48425,                 1.0088,             0.00015498,             0.00015498,             0.00015498
                     30,                 0.3276,                0.38047,                0.94209,                0.89059,                0.89905,                0.93975,                0.81609,                0.57184,                0.49213,                 1.0036,             0.00014838,             0.00014838,             0.00014838
                     31,                0.32907,                0.37589,                0.94234,                0.94796,                0.91869,                0.96119,                0.82788,                0.58983,                0.41038,                 1.0192,             0.00014179,             0.00014179,             0.00014179
                     32,                0.31947,                0.36305,                0.93924,                  0.942,                0.91013,                0.95911,                0.84009,                0.54728,                0.45724,                 1.0016,              0.0001352,              0.0001352,              0.0001352
                     33,                0.31498,                0.36082,                0.93919,                0.93625,                0.92738,                0.95634,                0.83841,                0.54233,                0.40055,                 0.9988,              0.0001286,              0.0001286,              0.0001286
                     34,                0.31447,                0.34942,                0.93653,                0.94559,                 0.9125,                0.97105,                0.84112,                 0.5559,                0.38977,                 1.0009,             0.00012201,             0.00012201,             0.00012201
                     35,                0.30542,                0.34053,                0.93574,                0.95338,                0.92362,                0.97472,                0.84815,                0.57634,                0.37335,                  1.017,             0.00011542,             0.00011542,             0.00011542
                     36,                0.31012,                0.33523,                0.93607,                0.94069,                0.92241,                0.95927,                0.82915,                0.58091,                0.41346,                 1.0095,             0.00010882,             0.00010882,             0.00010882
                     37,                0.30409,                  0.329,                0.93162,                0.94157,                0.91321,                0.96465,                0.84411,                0.55215,                0.40851,                0.99372,             0.00010223,             0.00010223,             0.00010223
                     38,                0.30206,                0.31843,                0.93295,                0.93965,                0.89729,                0.95298,                0.83272,                0.56322,                0.45259,                 1.0006,             9.5638e-05,             9.5638e-05,             9.5638e-05
                     39,                0.30048,                0.31255,                0.92924,                0.91793,                0.87881,                0.94503,                0.81611,                0.58911,                0.50221,                 1.0284,             8.9044e-05,             8.9044e-05,             8.9044e-05
                     40,                0.29455,                 0.3115,                0.92768,                0.91339,                0.89412,                0.92482,                0.80038,                0.57754,                0.51804,                 1.0103,             8.2451e-05,             8.2451e-05,             8.2451e-05
                     41,                0.20221,                0.12433,                0.86923,                0.93032,                0.88747,                 0.9361,                 0.8136,                0.56592,                0.52118,                 1.0185,             7.5857e-05,             7.5857e-05,             7.5857e-05
                     42,                0.19871,                0.12107,                  0.871,                0.86941,                0.89604,                0.92177,                0.79405,                0.59021,                0.51676,                 1.0196,             6.9264e-05,             6.9264e-05,             6.9264e-05
                     43,                0.19512,                0.11541,                0.86967,                0.88842,                0.92432,                 0.9424,                0.82463,                0.55972,                0.44645,                  1.001,             6.2671e-05,             6.2671e-05,             6.2671e-05
                     44,                0.19051,                0.11051,                0.86932,                0.94219,                0.90544,                0.94344,                0.82509,                0.55194,                0.42633,                  1.002,             5.6077e-05,             5.6077e-05,             5.6077e-05
                     45,                0.18539,                0.10629,                0.86401,                0.93166,                 0.9197,                0.94693,                0.82989,                0.55363,                0.44841,                 1.0103,             4.9484e-05,             4.9484e-05,             4.9484e-05
                     46,                0.18148,                0.10654,                0.86418,                0.92512,                0.92639,                0.94266,                0.82474,                0.55169,                0.43337,                  1.002,              4.289e-05,              4.289e-05,              4.289e-05
                     47,                0.17758,                0.09985,                 0.8643,                0.93854,                0.90924,                0.95301,                0.83316,                0.55838,                0.41117,                 1.0024,             3.6297e-05,             3.6297e-05,             3.6297e-05
                     48,                0.17467,                0.09914,                0.85759,                0.94136,                0.91388,                0.95172,                0.83595,                0.55312,                0.38005,                 0.9989,             2.9704e-05,             2.9704e-05,             2.9704e-05
                     49,                0.17152,                0.09578,                 0.8597,                0.94058,                0.91915,                0.95971,                0.83675,                 0.5579,                0.38877,                 1.0025,              2.311e-05,              2.311e-05,              2.311e-05
                     50,                0.16932,                0.09302,                0.85873,                0.94034,                 0.9337,                0.96029,                0.83636,                0.55796,                0.38212,                 1.0086,             1.6517e-05,             1.6517e-05,             1.6517e-05
