                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.43422,                0.61758,                0.98904,                0.92178,                0.93556,                0.97337,                0.82808,                0.62743,                 0.4561,                  1.027,             0.00027366,             0.00027366,             0.00027366
                     12,                0.42227,                0.60751,                0.98641,                0.91227,                0.91232,                0.96008,                0.82615,                0.60619,                 0.4115,                 1.0199,             0.00026707,             0.00026707,             0.00026707
                     13,                0.42371,                0.59133,                0.98598,                0.91815,                0.92748,                0.97302,                0.82147,                0.63046,                0.42022,                 1.0382,             0.00026047,             0.00026047,             0.00026047
                     14,                0.40685,                 0.5692,                0.97655,                0.94446,                0.91233,                0.97746,                0.83565,                0.60866,                0.39734,                 1.0302,             0.00025388,             0.00025388,             0.00025388
                     15,                0.40565,                 0.5395,                0.97631,                0.94048,                0.93141,                0.97964,                0.85214,                0.57853,                0.38861,                0.99766,             0.00024729,             0.00024729,             0.00024729
                     16,                0.39438,                0.52331,                0.97102,                0.95249,                0.94684,                 0.9847,                0.84867,                0.57223,                 0.3494,                 1.0099,             0.00024069,             0.00024069,             0.00024069
                     17,                0.39119,                0.51146,                0.96955,                0.91194,                0.90513,                0.95099,                0.81803,                0.62295,                0.42455,                 1.0177,              0.0002341,              0.0002341,              0.0002341
                     18,                 0.3863,                0.50844,                0.97037,                0.97217,                0.96207,                0.98486,                0.85998,                0.56794,                0.30637,                 0.9938,             0.00022751,             0.00022751,             0.00022751
                     19,                0.38204,                0.48651,                0.96555,                0.95976,                0.94398,                0.98028,                0.84544,                0.59391,                0.35228,                 1.0116,             0.00022091,             0.00022091,             0.00022091
                     20,                0.37756,                0.49029,                0.96157,                0.97335,                0.95098,                0.98671,                0.83924,                0.61809,                0.33079,                 1.0234,             0.00021432,             0.00021432,             0.00021432
                     21,                0.37224,                0.47631,                0.96152,                0.94153,                0.91449,                0.97447,                0.83748,                0.59639,                0.41868,                 1.0275,             0.00020773,             0.00020773,             0.00020773
                     22,                0.37128,                0.46915,                0.96215,                0.94737,                  0.917,                 0.9653,                0.82754,                0.60719,                0.37186,                 1.0087,             0.00020113,             0.00020113,             0.00020113
                     23,                0.36396,                0.45226,                0.95877,                0.94779,                0.93423,                0.97816,                0.83791,                0.60498,                 0.3469,                 1.0037,             0.00019454,             0.00019454,             0.00019454
                     24,                0.36424,                0.44243,                0.95375,                0.96787,                0.95801,                 0.9844,                0.85426,                0.59934,                 0.3219,                 1.0126,             0.00018795,             0.00018795,             0.00018795
                     25,                0.35783,                0.43205,                0.95569,                0.94964,                0.93767,                0.97767,                0.84489,                0.60682,                0.36484,                 1.0197,             0.00018135,             0.00018135,             0.00018135
                     26,                0.35553,                0.43057,                0.95462,                0.95754,                0.95415,                 0.9862,                0.85248,                0.58321,                0.34031,                 1.0026,             0.00017476,             0.00017476,             0.00017476
                     27,                0.35056,                0.41361,                0.94537,                0.94568,                0.94695,                0.98377,                 0.8438,                  0.609,                0.34514,                 1.0221,             0.00016817,             0.00016817,             0.00016817
                     28,                0.34663,                0.40545,                0.94607,                0.94644,                0.94195,                0.96969,                0.81862,                0.64758,                0.38039,                   1.05,             0.00016157,             0.00016157,             0.00016157
                     29,                0.34263,                0.39742,                0.94955,                0.95312,                0.93816,                0.97279,                0.82937,                0.61739,                0.36335,                 1.0178,             0.00015498,             0.00015498,             0.00015498
                     30,                0.34084,                0.39361,                0.94685,                 0.9148,                0.93319,                 0.9772,                0.84105,                0.61601,                0.40462,                 1.0231,             0.00014838,             0.00014838,             0.00014838
                     31,                 0.3339,                0.37656,                0.94282,                0.95886,                0.95838,                0.98725,                0.83423,                0.64991,                0.32758,                 1.0491,             0.00014179,             0.00014179,             0.00014179
                     32,                0.33245,                 0.3705,                0.93907,                0.93697,                0.94951,                0.97254,                0.84263,                0.60318,                 0.3591,                 1.0309,              0.0001352,              0.0001352,              0.0001352
                     33,                0.32687,                0.36129,                0.93893,                0.96069,                0.95414,                0.98313,                0.84467,                0.61858,                0.31455,                 1.0348,              0.0001286,              0.0001286,              0.0001286
                     34,                0.32174,                 0.3582,                0.93773,                0.96302,                0.94312,                0.98291,                 0.8412,                 0.5922,                0.33967,                 1.0172,             0.00012201,             0.00012201,             0.00012201
                     35,                0.32055,                0.34929,                0.94151,                0.96297,                0.93821,                0.98356,                0.84964,                0.59183,                0.31772,                 1.0137,             0.00011542,             0.00011542,             0.00011542
                     36,                0.31885,                0.34268,                0.93783,                0.95951,                0.94571,                0.98377,                0.84904,                0.60596,                0.33761,                 1.0234,             0.00010882,             0.00010882,             0.00010882
                     37,                0.31851,                0.34227,                0.93745,                0.97108,                0.94458,                0.98479,                0.85285,                0.57748,                0.32257,                0.99918,             0.00010223,             0.00010223,             0.00010223
                     38,                 0.3149,                0.32485,                0.93649,                 0.9695,                0.95691,                0.98248,                0.83389,                0.61761,                0.34379,                  1.025,             9.5638e-05,             9.5638e-05,             9.5638e-05
                     39,                0.30823,                0.32309,                0.93449,                 0.9718,                0.94833,                0.98433,                0.83777,                0.63087,                0.32508,                 1.0356,             8.9044e-05,             8.9044e-05,             8.9044e-05
                     40,                0.30568,                0.31337,                  0.932,                 0.9472,                0.95032,                0.98163,                0.82942,                0.63754,                0.35726,                 1.0451,             8.2451e-05,             8.2451e-05,             8.2451e-05
                     41,                0.21402,                0.13168,                0.87033,                0.94162,                0.93278,                0.95999,                0.82506,                0.61796,                0.38369,                 1.0365,             7.5857e-05,             7.5857e-05,             7.5857e-05
                     42,                0.21163,                0.13665,                0.87228,                0.91776,                0.93616,                0.96336,                0.81646,                0.59518,                0.38886,                 1.0252,             6.9264e-05,             6.9264e-05,             6.9264e-05
                     43,                0.20607,                0.12533,                0.87032,                0.96959,                0.93068,                0.98676,                0.85212,                0.60938,                0.32757,                 1.0276,             6.2671e-05,             6.2671e-05,             6.2671e-05
                     44,                0.19846,                0.12041,                0.86339,                0.93846,                0.93013,                0.97632,                0.82848,                0.62705,                0.36418,                 1.0364,             5.6077e-05,             5.6077e-05,             5.6077e-05
                     45,                0.19635,                0.11503,                0.86757,                 0.9207,                0.93974,                0.97177,                0.83988,                0.59865,                 0.3787,                 1.0171,             4.9484e-05,             4.9484e-05,             4.9484e-05
                     46,                0.19361,                0.11246,                0.86528,                0.92887,                0.93916,                0.97323,                0.83261,                0.61131,                0.37396,                 1.0269,              4.289e-05,              4.289e-05,              4.289e-05
                     47,                0.18501,                0.10663,                0.86276,                0.94222,                0.93982,                0.97034,                0.83782,                0.60629,                 0.3576,                  1.021,             3.6297e-05,             3.6297e-05,             3.6297e-05
                     48,                0.18597,                 0.1064,                0.86231,                0.93377,                0.94352,                0.97712,                0.83544,                0.62436,                0.36887,                 1.0346,             2.9704e-05,             2.9704e-05,             2.9704e-05
                     49,                 0.1807,                0.10303,                0.86156,                0.94065,                0.94266,                 0.9763,                0.83905,                0.62954,                0.35309,                 1.0404,              2.311e-05,              2.311e-05,              2.311e-05
                     50,                0.17783,                0.10097,                 0.8568,                0.93414,                0.95318,                0.97696,                0.84601,                0.60824,                0.33496,                 1.0317,             1.6517e-05,             1.6517e-05,             1.6517e-05
