                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.40641,                0.51544,                0.95746,                0.94231,                0.95366,                0.96868,                0.81211,                 0.6941,                0.44975,                0.93334,              0.0083665,              0.0083665,              0.0083665
                     36,                0.40319,                0.50661,                0.95621,                 0.9409,                0.95285,                0.97334,                0.82396,                0.66503,                0.43723,                0.91064,               0.008317,               0.008317,               0.008317
                     37,                0.40824,                0.50927,                0.95719,                0.94333,                0.94708,                0.97368,                0.82925,                0.68423,                0.43974,                0.92306,              0.0082675,              0.0082675,              0.0082675
                     38,                0.39671,                0.49097,                0.95343,                0.95424,                0.92368,                0.97938,                0.82763,                0.69081,                0.44416,                0.92419,               0.008218,               0.008218,               0.008218
                     39,                0.39957,                0.48727,                0.95057,                0.93616,                0.91868,                0.96129,                0.80123,                0.70525,                0.52079,                0.93514,              0.0081685,              0.0081685,              0.0081685
                     40,                 0.4004,                0.49181,                 0.9545,                0.94227,                0.92933,                0.97233,                0.81972,                 0.6814,                0.44869,                0.91075,               0.008119,               0.008119,               0.008119
                     41,                0.40207,                0.48027,                0.95412,                0.95498,                 0.9348,                 0.9808,                 0.8379,                0.63945,                 0.4119,                0.88456,              0.0080695,              0.0080695,              0.0080695
                     42,                0.39861,                0.47927,                 0.9525,                0.94709,                0.93242,                0.96998,                0.82715,                0.64711,                0.41577,                0.88708,                0.00802,                0.00802,                0.00802
                     43,                0.39144,                0.46678,                0.94893,                0.93166,                0.93191,                  0.964,                0.81711,                0.66717,                0.45151,                 0.9042,              0.0079705,              0.0079705,              0.0079705
                     44,                0.38696,                0.46783,                0.95054,                0.93126,                0.93191,                0.97052,                0.83813,                0.62026,                0.43614,                0.87558,               0.007921,               0.007921,               0.007921
                     45,                0.38615,                0.46037,                 0.9461,                0.95315,                0.92361,                0.96966,                0.82174,                0.69203,                0.49714,                0.92661,              0.0078715,              0.0078715,              0.0078715
                     46,                0.38688,                0.46273,                0.94565,                0.92416,                0.94602,                 0.9639,                0.81526,                0.66372,                 0.4579,                0.91115,               0.007822,               0.007822,               0.007822
                     47,                0.38252,                0.45537,                0.94614,                0.94312,                0.93599,                0.96189,                0.80465,                0.68063,                0.44259,                0.90208,              0.0077725,              0.0077725,              0.0077725
                     48,                0.37719,                0.44398,                0.94351,                0.95008,                0.91093,                0.96046,                0.82117,                0.62482,                0.45757,                0.88242,               0.007723,               0.007723,               0.007723
                     49,                0.38647,                0.45128,                0.94817,                0.94673,                0.93935,                0.96692,                0.82102,                0.65616,                0.44222,                0.89577,              0.0076735,              0.0076735,              0.0076735
                     50,                0.38427,                0.44891,                0.94582,                 0.9266,                0.94313,                0.97472,                0.83949,                0.63014,                0.39917,                0.88003,               0.007624,               0.007624,               0.007624
                     51,                 0.3815,                0.44294,                 0.9452,                0.94937,                0.94625,                 0.9739,                0.81442,                 0.6924,                0.42157,                0.91777,              0.0075745,              0.0075745,              0.0075745
                     52,                0.37707,                0.43769,                0.94392,                0.95551,                 0.9286,                0.98164,                 0.8319,                0.66939,                0.45601,                0.89677,               0.007525,               0.007525,               0.007525
                     53,                0.37308,                0.43407,                0.94177,                0.95479,                0.94635,                0.98258,                 0.8419,                0.64895,                0.37892,                0.89968,              0.0074755,              0.0074755,              0.0074755
                     54,                0.37318,                 0.4351,                0.94247,                0.95735,                0.93677,                0.97351,                 0.8316,                0.67165,                0.39054,                0.92147,               0.007426,               0.007426,               0.007426
                     55,                0.37537,                0.42876,                0.94308,                0.94299,                0.93387,                0.97188,                0.82215,                0.69075,                0.46989,                0.93086,              0.0073765,              0.0073765,              0.0073765
                     56,                0.37349,                0.43152,                0.94391,                0.94921,                0.91818,                0.97551,                 0.8422,                0.62303,                0.41431,                0.87784,               0.007327,               0.007327,               0.007327
                     57,                0.37169,                0.42857,                0.94252,                0.94936,                0.92208,                   0.97,                0.81853,                0.69091,                 0.4246,                0.92043,              0.0072775,              0.0072775,              0.0072775
                     58,                0.36885,                0.41929,                 0.9411,                0.94982,                0.93385,                0.96891,                0.82069,                0.65971,                0.41278,                0.90417,               0.007228,               0.007228,               0.007228
                     59,                0.36737,                0.42875,                 0.9417,                0.93779,                0.93498,                0.96712,                0.82236,                0.67382,                0.47669,                0.90577,              0.0071785,              0.0071785,              0.0071785
                     60,                0.36815,                0.41647,                0.94256,                0.94537,                0.93499,                0.96165,                0.82032,                 0.6525,                0.43354,                 0.8947,               0.007129,               0.007129,               0.007129
                     61,                0.37157,                0.41491,                0.94165,                0.93912,                0.93089,                 0.9679,                0.82479,                0.63913,                0.40246,                0.88793,              0.0070795,              0.0070795,              0.0070795
                     62,                0.36508,                0.40956,                0.94057,                0.95053,                0.93267,                0.96929,                0.82526,                0.65169,                0.40752,                0.88935,                0.00703,                0.00703,                0.00703
                     63,                0.36137,                 0.4112,                0.93826,                0.93759,                0.93316,                0.97571,                0.82843,                0.66319,                0.45102,                 0.9075,              0.0069805,              0.0069805,              0.0069805
                     64,                0.35794,                0.40221,                 0.9357,                0.96578,                0.93656,                0.97499,                0.83057,                 0.6523,                0.39202,                0.89476,               0.006931,               0.006931,               0.006931
                     65,                0.35978,                0.40254,                0.93768,                0.97526,                0.93824,                0.97575,                0.83738,                0.63908,                0.38894,                0.87853,              0.0068815,              0.0068815,              0.0068815
                     66,                0.36051,                0.39619,                0.93424,                0.95579,                 0.9165,                 0.9757,                0.83263,                0.65108,                0.43907,                0.90107,               0.006832,               0.006832,               0.006832
                     67,                0.35113,                0.38848,                0.93628,                 0.9451,                0.93531,                0.96814,                0.83521,                0.63454,                0.43832,                0.89214,              0.0067825,              0.0067825,              0.0067825
                     68,                0.35475,                0.39236,                0.93536,                0.93939,                 0.9281,                0.96549,                0.82054,                0.65542,                0.47696,                0.89774,               0.006733,               0.006733,               0.006733
                     69,                 0.3557,                0.39796,                0.93665,                0.94328,                0.92051,                 0.9692,                0.82237,                0.68639,                 0.4526,                0.91506,              0.0066835,              0.0066835,              0.0066835
                     70,                0.35581,                0.38803,                0.93751,                0.94715,                 0.9301,                0.96437,                0.82544,                0.64755,                0.44256,                0.88576,               0.006634,               0.006634,               0.006634
                     71,                0.35528,                0.38089,                0.93759,                0.95608,                0.94324,                0.96966,                0.82591,                0.65867,                0.41775,                0.88755,              0.0065845,              0.0065845,              0.0065845
                     72,                0.35033,                0.37851,                0.93571,                0.95163,                0.92878,                0.96875,                0.83527,                0.63529,                0.41822,                0.88686,               0.006535,               0.006535,               0.006535
                     73,                0.34907,                0.37745,                0.93406,                0.95733,                0.94314,                0.97129,                0.83367,                0.64369,                0.40119,                0.89079,              0.0064855,              0.0064855,              0.0064855
                     74,                0.34646,                0.37893,                0.93193,                 0.9559,                0.92522,                0.96984,                0.83016,                0.62096,                0.41441,                0.87517,               0.006436,               0.006436,               0.006436
                     75,                0.34953,                  0.376,                0.93051,                0.96201,                 0.9511,                0.97307,                0.83229,                0.63573,                0.38652,                0.89045,              0.0063865,              0.0063865,              0.0063865
                     76,                0.34529,                0.37537,                0.93208,                0.96202,                0.93698,                0.97094,                0.83062,                 0.6386,                0.41493,                0.89939,               0.006337,               0.006337,               0.006337
                     77,                0.34884,                 0.3693,                0.93553,                0.96143,                0.93691,                0.97214,                0.83185,                 0.6485,                0.42719,                0.90409,              0.0062875,              0.0062875,              0.0062875
                     78,                0.34485,                0.37599,                0.93378,                0.96192,                0.93665,                0.96918,                0.82865,                 0.6582,                0.41361,                0.89672,               0.006238,               0.006238,               0.006238
                     79,                0.34567,                0.36803,                0.93379,                0.95114,                0.94524,                0.97016,                0.82752,                0.64318,                0.38687,                0.88495,              0.0061885,              0.0061885,              0.0061885
                     80,                 0.3433,                0.36887,                0.92775,                0.96151,                0.93892,                0.96634,                0.83168,                0.64581,                0.40223,                0.89059,               0.006139,               0.006139,               0.006139
                     81,                0.34296,                 0.3617,                0.93159,                0.95166,                 0.9383,                0.96349,                0.82307,                0.66557,                0.44191,                0.90099,              0.0060895,              0.0060895,              0.0060895
                     82,                0.34352,                0.36525,                0.93243,                 0.9719,                0.94422,                0.98149,                0.84016,                0.64292,                0.35881,                0.89037,                0.00604,                0.00604,                0.00604
                     83,                0.34282,                0.36448,                0.93259,                0.96433,                0.93004,                 0.9769,                0.84217,                0.63611,                0.37262,                0.89215,              0.0059905,              0.0059905,              0.0059905
                     84,                0.34208,                0.35856,                0.93095,                0.96251,                0.93152,                0.97259,                0.83733,                0.64329,                0.37636,                0.89909,               0.005941,               0.005941,               0.005941
                     85,                0.33743,                0.34765,                0.92644,                0.93397,                0.92417,                0.95979,                0.82562,                0.63711,                0.42499,                0.88988,              0.0058915,              0.0058915,              0.0058915
                     86,                0.33506,                0.35129,                0.92831,                0.95567,                0.93861,                0.96916,                0.83034,                0.65697,                0.40744,                0.89912,               0.005842,               0.005842,               0.005842
                     87,                0.34033,                0.35482,                0.92951,                0.94477,                0.92966,                0.96535,                0.82648,                0.65687,                0.42506,                0.90946,              0.0057925,              0.0057925,              0.0057925
                     88,                0.33454,                0.35012,                0.92934,                0.94758,                0.92672,                0.96467,                0.82749,                0.65743,                0.41401,                0.91104,               0.005743,               0.005743,               0.005743
                     89,                0.33707,                0.34948,                 0.9314,                0.94991,                0.93229,                0.96903,                0.83607,                0.66318,                0.39889,                0.91337,              0.0056935,              0.0056935,              0.0056935
                     90,                 0.3331,                0.34469,                0.92735,                0.93461,                0.93393,                0.96216,                0.83145,                0.66885,                0.40349,                0.91819,               0.005644,               0.005644,               0.005644
                     91,                0.33022,                0.33786,                0.92837,                0.95526,                0.93622,                 0.9715,                 0.8347,                0.66751,                0.39771,                0.90797,              0.0055945,              0.0055945,              0.0055945
                     92,                 0.3317,                0.34122,                0.92769,                0.93865,                0.93901,                0.95666,                0.81951,                0.66435,                0.41749,                0.90907,               0.005545,               0.005545,               0.005545
                     93,                 0.3348,                0.34647,                0.92877,                0.94633,                0.93161,                0.96291,                0.82636,                0.65475,                 0.4138,                0.90854,              0.0054955,              0.0054955,              0.0054955
                     94,                0.33184,                0.34446,                0.92697,                 0.9575,                0.93826,                0.97431,                0.83072,                 0.6603,                0.39578,                 0.9117,               0.005446,               0.005446,               0.005446
                     95,                0.32912,                0.33686,                0.92449,                0.94834,                0.95129,                 0.9704,                0.82576,                0.67269,                0.39664,                0.92282,              0.0053965,              0.0053965,              0.0053965
                     96,                0.32396,                0.33489,                0.92691,                 0.9486,                0.94348,                0.96562,                0.82671,                0.67497,                0.41128,                 0.9227,               0.005347,               0.005347,               0.005347
                     97,                0.32683,                  0.335,                0.92788,                0.94019,                0.93652,                0.96447,                0.82724,                0.66105,                0.39835,                0.90591,              0.0052975,              0.0052975,              0.0052975
                     98,                0.32593,                0.34046,                0.92676,                0.93263,                0.94469,                0.96049,                0.82528,                0.64931,                 0.4067,                0.89807,               0.005248,               0.005248,               0.005248
                     99,                0.32649,                0.33181,                0.92583,                0.93858,                0.93113,                 0.9717,                0.83429,                0.64678,                0.41144,                 0.8958,              0.0051985,              0.0051985,              0.0051985
                    100,                0.32416,                0.33071,                0.92854,                0.94351,                 0.9402,                0.97409,                0.84266,                0.64412,                0.38956,                0.89738,               0.005149,               0.005149,               0.005149
                    101,                0.32702,                0.32484,                0.92578,                0.94543,                0.93465,                0.96731,                 0.8334,                0.64946,                0.39312,                0.90085,              0.0050995,              0.0050995,              0.0050995
                    102,                0.32119,                0.32261,                0.92483,                 0.9462,                0.94591,                0.96523,                0.83182,                  0.651,                0.38675,                0.90043,                0.00505,                0.00505,                0.00505
                    103,                0.31881,                 0.3227,                 0.9259,                0.95855,                0.93505,                0.97153,                0.83791,                0.65439,                 0.3997,                0.90063,              0.0050005,              0.0050005,              0.0050005
