                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                0.33821,                0.37812,                0.94179,                  0.959,                 0.9364,                0.98294,                 0.8354,                0.60032,                0.33406,                0.99719,              0.0001352,              0.0001352,              0.0001352
                     33,                0.33166,                 0.3681,                0.93689,                 0.9703,                0.95001,                0.98328,                0.84124,                0.60143,                0.31452,                 1.0019,              0.0001286,              0.0001286,              0.0001286
                     34,                 0.3279,                 0.3601,                0.93802,                0.96693,                0.93217,                0.97982,                 0.8273,                0.63253,                0.34665,                 1.0133,             0.00012201,             0.00012201,             0.00012201
                     35,                0.32439,                0.35142,                0.93716,                0.96066,                0.92498,                0.98114,                0.84125,                0.61318,                0.34187,                 1.0162,             0.00011542,             0.00011542,             0.00011542
                     36,                0.31896,                0.34142,                0.93581,                0.96236,                0.94734,                0.98216,                0.83778,                0.59869,                0.32151,                 1.0069,             0.00010882,             0.00010882,             0.00010882
                     37,                0.31704,                  0.338,                0.93554,                0.96059,                0.93187,                0.98031,                0.83217,                0.62572,                0.32319,                 1.0163,             0.00010223,             0.00010223,             0.00010223
                     38,                0.31833,                0.33241,                 0.9337,                 0.9663,                0.94407,                0.98448,                0.84014,                0.61288,                0.31762,                 1.0191,             9.5638e-05,             9.5638e-05,             9.5638e-05
                     39,                0.31106,                0.31625,                0.93185,                0.96306,                0.95162,                 0.9847,                0.84047,                0.59678,                 0.2875,                 1.0009,             8.9044e-05,             8.9044e-05,             8.9044e-05
                     40,                0.31254,                0.31962,                0.93384,                 0.9743,                0.95747,                0.98523,                0.83906,                0.61936,                0.28049,                 1.0186,             8.2451e-05,             8.2451e-05,             8.2451e-05
                     41,                 0.2137,                0.12907,                0.86778,                0.95596,                0.94926,                0.98176,                0.83164,                0.62013,                0.33918,                  1.034,             7.5857e-05,             7.5857e-05,             7.5857e-05
                     42,                0.21103,                 0.1275,                0.86689,                0.95517,                0.91159,                0.97153,                0.82926,                0.60823,                0.41031,                 1.0124,             6.9264e-05,             6.9264e-05,             6.9264e-05
                     43,                0.20554,                0.12324,                0.86327,                0.91839,                0.93935,                0.97549,                0.83424,                0.59881,                0.36058,                 1.0178,             6.2671e-05,             6.2671e-05,             6.2671e-05
                     44,                0.20174,                0.11655,                0.86482,                0.93815,                0.90173,                0.96302,                0.81836,                0.60544,                0.44616,                 1.0159,             5.6077e-05,             5.6077e-05,             5.6077e-05
                     45,                0.19616,                 0.1126,                 0.8622,                0.96096,                0.92958,                0.97923,                0.84069,                 0.6018,                0.32545,                 1.0188,             4.9484e-05,             4.9484e-05,             4.9484e-05
                     46,                0.19134,                0.10726,                0.86124,                0.97141,                   0.94,                 0.9791,                0.84838,                0.58286,                0.31308,                 1.0017,              4.289e-05,              4.289e-05,              4.289e-05
                     47,                0.19004,                0.10699,                0.85934,                0.96883,                0.94846,                0.97874,                0.83343,                0.59972,                0.31056,                 1.0163,             3.6297e-05,             3.6297e-05,             3.6297e-05
                     48,                0.18477,                0.10301,                0.85716,                0.96517,                0.96124,                0.98642,                0.84986,                0.58581,                0.29043,                 1.0093,             2.9704e-05,             2.9704e-05,             2.9704e-05
                     49,                0.18228,                0.10092,                0.85989,                0.96468,                0.94986,                0.98541,                0.85391,                0.59177,                0.29268,                 1.0111,              2.311e-05,              2.311e-05,              2.311e-05
                     50,                0.17783,                0.09871,                0.85825,                0.95437,                0.95719,                0.98558,                0.84564,                0.59737,                0.29607,                 1.0137,             1.6517e-05,             1.6517e-05,             1.6517e-05
