                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                0.36735,                0.48309,                0.95957,                0.93339,                0.91474,                0.95983,                0.82242,                0.63364,                0.41447,                  1.045,             0.00022091,             0.00022091,             0.00022091
                     20,                0.36321,                 0.4894,                0.96206,                0.95666,                 0.9265,                0.95951,                0.82219,                0.61188,                0.35415,                 1.0308,             0.00021432,             0.00021432,             0.00021432
                     21,                0.36744,                0.47215,                0.96151,                0.96123,                0.92726,                0.96684,                0.82684,                0.59007,                0.33434,                 1.0199,             0.00020773,             0.00020773,             0.00020773
                     22,                0.35702,                0.45019,                0.95944,                0.90655,                0.91468,                0.95589,                0.81506,                0.61521,                0.46073,                 1.0294,             0.00020113,             0.00020113,             0.00020113
                     23,                0.34998,                0.45374,                0.95345,                0.92909,                0.88529,                0.95923,                0.82413,                0.60986,                0.38923,                 1.0218,             0.00019454,             0.00019454,             0.00019454
                     24,                0.35104,                0.45422,                0.95684,                 0.9548,                0.94522,                 0.9692,                0.83656,                0.60601,                0.34002,                 1.0111,             0.00018795,             0.00018795,             0.00018795
                     25,                0.34552,                0.42993,                0.95224,                0.89969,                0.92433,                0.96527,                0.82742,                0.59027,                 0.3706,                 1.0192,             0.00018135,             0.00018135,             0.00018135
                     26,                 0.3441,                0.42003,                0.94865,                 0.9362,                0.89889,                0.95781,                0.83401,                0.57163,                0.43666,                0.99702,             0.00017476,             0.00017476,             0.00017476
                     27,                0.34217,                0.40819,                 0.9502,                0.92192,                0.91393,                0.96046,                0.83235,                0.57975,                0.39065,                0.99339,             0.00016817,             0.00016817,             0.00016817
                     28,                0.33612,                0.40451,                0.94873,                0.94821,                0.93433,                0.96526,                0.82995,                0.60695,                0.35461,                 1.0152,             0.00016157,             0.00016157,             0.00016157
                     29,                0.33658,                 0.4134,                0.94851,                0.93348,                0.91105,                0.95343,                0.82435,                0.60418,                0.44401,                 1.0189,             0.00015498,             0.00015498,             0.00015498
                     30,                0.33006,                0.38594,                0.94586,                0.90862,                0.92673,                 0.9516,                0.81773,                0.60922,                0.40327,                 1.0292,             0.00014838,             0.00014838,             0.00014838
                     31,                0.32564,                 0.3859,                0.94082,                0.92245,                0.89545,                0.95034,                0.81578,                0.61673,                0.45184,                 1.0271,             0.00014179,             0.00014179,             0.00014179
                     32,                0.31751,                0.36954,                0.94006,                0.92434,                0.92259,                 0.9573,                0.82003,                0.62536,                0.41119,                  1.026,              0.0001352,              0.0001352,              0.0001352
                     33,                0.32014,                0.36699,                0.94486,                0.92453,                0.93586,                0.96031,                0.81999,                0.62035,                0.38089,                 1.0333,              0.0001286,              0.0001286,              0.0001286
                     34,                0.31208,                0.36456,                0.93646,                0.93582,                0.91646,                0.96491,                0.82844,                0.59947,                0.37837,                 1.0192,             0.00012201,             0.00012201,             0.00012201
                     35,                0.31294,                0.34564,                0.93766,                0.92961,                0.92519,                0.95068,                0.81697,                0.60415,                0.38966,                 1.0077,             0.00011542,             0.00011542,             0.00011542
                     36,                0.31089,                0.34368,                 0.9378,                0.91937,                0.88842,                0.95108,                0.82571,                0.57632,                0.43426,                 1.0057,             0.00010882,             0.00010882,             0.00010882
                     37,                0.30786,                0.34004,                0.93652,                 0.9339,                0.90323,                0.97144,                0.83562,                 0.6007,                0.39516,                 1.0128,             0.00010223,             0.00010223,             0.00010223
                     38,                0.30515,                0.32401,                0.93126,                0.92898,                 0.9101,                0.96739,                0.83849,                0.57255,                0.37475,                 1.0022,             9.5638e-05,             9.5638e-05,             9.5638e-05
                     39,                0.30131,                0.31865,                0.93145,                0.95308,                0.91603,                0.96893,                0.84182,                0.57324,                0.34579,                 1.0009,             8.9044e-05,             8.9044e-05,             8.9044e-05
                     40,                0.29586,                0.30939,                0.92976,                0.94425,                0.91751,                0.96562,                0.83925,                0.58187,                0.40112,                 1.0179,             8.2451e-05,             8.2451e-05,             8.2451e-05
                     41,                0.20226,                0.12724,                0.87059,                0.94757,                0.91073,                0.96202,                0.83079,                0.59169,                0.36345,                 1.0156,             7.5857e-05,             7.5857e-05,             7.5857e-05
                     42,                 0.2012,                0.12328,                0.87402,                0.93758,                0.90707,                0.95578,                0.83124,                0.58438,                0.35123,                 1.0159,             6.9264e-05,             6.9264e-05,             6.9264e-05
                     43,                0.19407,                0.12158,                0.86939,                0.92712,                 0.9339,                0.95454,                0.83132,                0.57255,                0.33766,                 1.0106,             6.2671e-05,             6.2671e-05,             6.2671e-05
                     44,                0.19282,                0.12124,                0.86715,                0.90319,                0.93436,                0.94666,                0.83298,                0.54929,                0.37955,                 1.0039,             5.6077e-05,             5.6077e-05,             5.6077e-05
                     45,                 0.1845,                0.10926,                0.86528,                0.93424,                0.93361,                0.95301,                0.82693,                0.58759,                0.33887,                 1.0231,             4.9484e-05,             4.9484e-05,             4.9484e-05
                     46,                0.18225,                0.10589,                0.86744,                0.92649,                0.94605,                0.95721,                0.83819,                0.57049,                0.32183,                 1.0111,              4.289e-05,              4.289e-05,              4.289e-05
                     47,                0.17994,                0.10332,                0.86648,                0.92523,                0.93459,                0.96214,                0.84297,                 0.5576,                0.32657,                      1,             3.6297e-05,             3.6297e-05,             3.6297e-05
                     48,                0.17771,                0.10241,                0.86275,                0.92979,                0.93039,                0.96336,                0.83886,                0.57501,                0.33771,                 1.0167,             2.9704e-05,             2.9704e-05,             2.9704e-05
                     49,                0.17139,                0.10367,                0.86539,                0.95216,                0.92424,                0.96409,                0.83975,                0.58129,                 0.3152,                 1.0195,              2.311e-05,              2.311e-05,              2.311e-05
                     50,                0.16894,                 0.0963,                0.85862,                0.94698,                0.93284,                0.96246,                0.84088,                0.57213,                0.30702,                 1.0101,             1.6517e-05,             1.6517e-05,             1.6517e-05
